Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
2024-01-20,8302,Orange Juice,Beverages,184,6.7,73.5,8.8,7.3,34.7,929,14,Breakfast,520
2024-04-03,3314,Spinach,Vegetables,54,19.6,51.9,23.7,5.6,2.0,444,79,Dinner,604
2024-10-23,3549,Pork Chop,Meat,139,44.8,32.1,10.8,0.6,27.3,169,263,Snack,282
2024-02-20,9100,Carrot,Vegetables,157,30.8,13.9,24.8,4.5,17.6,787,45,Breakfast,462
2024-07-22,560,Milkshake,Beverages,461,2.0,44.3,47.9,2.3,47.7,458,128,Dinner,636
2024-07-14,2165,Beef Steak,Meat,442,21.5,31.7,9.3,4.7,5.2,128,161,Dinner,535
2024-11-12,11,Paneer,Dairy,168,35.2,56.1,34.3,2.8,6.4,810,251,Snack,420
2024-07-20,2557,Grapes,Fruits,389,27.7,74.6,11.0,1.0,14.1,808,48,Lunch,492
2024-03-03,4013,Salmon,Meat,73,42.4,8.4,2.5,3.6,13.8,252,157,Lunch,813
2024-12-09,4883,Carrot,Vegetables,161,3.9,70.8,48.5,5.4,41.7,16,133,Dinner,738
2024-01-06,9801,Rice,Grains,460,47.1,62.2,37.8,9.9,9.2,486,248,Snack,403
2024-08-02,7915,Rice,Grains,500,24.1,35.9,43.2,6.6,0.7,811,201,Breakfast,590
2024-06-27,737,Paneer,Dairy,402,18.0,71.3,27.3,6.7,34.2,427,103,Breakfast,366
2024-11-22,5087,Bread,Grains,130,26.9,69.9,42.2,5.7,40.0,89,4,Breakfast,553
2024-06-28,2952,Pasta,Grains,531,46.6,61.6,2.0,6.6,47.0,380,220,Snack,994
2024-12-16,4475,Chocolate,Snacks,413,50.0,67.0,20.4,1.2,41.1,594,237,Snack,323
2024-08-22,199,Chicken Breast,Meat,535,43.9,38.1,33.9,7.1,47.3,40,4,Dinner,566
2024-02-25,9566,Rice,Grains,273,21.3,94.3,41.6,5.4,25.4,118,288,Breakfast,647
2024-01-04,6542,Chips,Snacks,165,36.3,87.9,9.0,6.5,32.8,831,249,Snack,267
2024-04-08,8761,Grapes,Fruits,346,21.1,74.5,20.0,3.7,11.8,434,88,Lunch,356
2024-12-25,3669,Banana,Fruits,493,1.5,93.0,5.1,0.6,21.9,424,141,Lunch,567
2024-04-25,3384,Water,Beverages,389,26.5,86.2,29.2,0.5,37.0,773,70,Dinner,718
2024-03-16,2332,Orange,Fruits,591,16.6,63.5,44.0,2.6,22.4,157,106,Snack,143
2024-10-18,7774,Paneer,Dairy,533,13.2,72.5,20.4,8.2,2.7,396,7,Lunch,928
2024-01-27,7795,Milk,Dairy,454,47.0,7.6,13.7,1.0,22.8,615,256,Lunch,513
2024-08-25,2824,Cheese,Dairy,256,42.1,53.1,47.4,3.0,46.8,446,252,Dinner,205
2024-05-27,4715,Chocolate,Snacks,385,12.9,74.6,26.8,3.2,16.7,844,55,Breakfast,114
2024-11-12,969,Pork Chop,Meat,121,41.0,38.2,15.0,8.3,4.9,743,170,Breakfast,301
2024-12-25,9161,Chocolate,Snacks,556,11.2,18.1,43.0,8.9,7.2,539,142,Dinner,565
2024-05-31,3145,Banana,Fruits,213,46.0,88.8,32.3,0.1,12.3,824,198,Breakfast,440
2024-08-13,4844,Chicken Breast,Meat,230,30.5,51.0,9.9,1.7,8.2,348,167,Dinner,640
2024-03-09,5052,Spinach,Vegetables,82,39.7,38.8,11.6,0.8,12.7,247,220,Dinner,698
2024-10-23,4287,Chicken Breast,Meat,140,30.3,21.4,29.0,5.9,7.2,210,106,Snack,805
2024-11-13,466,Eggs,Meat,594,19.3,72.7,33.4,1.4,21.6,708,209,Lunch,818
2024-04-20,7809,Chips,Snacks,240,40.6,74.7,4.3,5.1,47.6,249,232,Snack,926
2024-12-31,960,Pasta,Grains,426,23.0,7.0,46.5,5.8,27.0,673,203,Breakfast,726
2024-12-21,6736,Cookies,Snacks,495,29.6,44.2,49.8,4.2,7.7,777,221,Lunch,371
2024-02-13,5779,Tomato,Vegetables,104,2.4,72.5,28.0,7.4,30.4,101,105,Lunch,395
2024-12-05,8170,Green Tea,Beverages,537,37.7,24.3,25.8,3.1,33.0,351,166,Breakfast,127
2024-01-14,3517,Potato,Vegetables,403,34.8,93.8,38.1,3.6,36.7,162,83,Snack,294
2024-07-01,7740,Banana,Fruits,91,48.5,76.1,38.6,7.6,14.5,535,153,Dinner,327
2024-01-10,3406,Green Tea,Beverages,84,29.4,67.4,21.2,4.7,25.1,380,175,Snack,395
2024-03-12,2507,Chips,Snacks,301,5.4,23.3,13.5,7.1,19.0,643,133,Snack,835
2024-08-01,4275,Popcorn,Snacks,556,37.3,23.9,36.7,8.2,20.5,518,154,Dinner,505
2024-02-20,1322,Bread,Grains,53,38.3,93.5,2.7,0.0,47.8,741,199,Breakfast,478
2024-10-10,4574,Yogurt,Dairy,158,40.8,69.0,44.0,2.6,38.1,293,109,Snack,966
2024-01-24,3307,Popcorn,Snacks,124,19.0,42.5,10.7,6.6,39.0,239,169,Dinner,808
2024-03-04,181,Rice,Grains,565,44.4,64.9,44.5,4.6,48.7,255,201,Lunch,374
2024-03-24,9486,Cheese,Dairy,75,12.0,51.4,44.4,4.9,45.6,253,152,Dinner,449
2024-05-04,8732,Green Tea,Beverages,337,29.6,57.4,27.8,2.0,0.4,578,121,Snack,648
2024-07-12,7931,Yogurt,Dairy,77,33.0,69.5,4.2,3.1,1.0,319,247,Snack,103
2024-03-03,6840,Quinoa,Grains,430,12.8,17.7,47.7,6.4,41.4,212,160,Snack,844
2024-02-13,7855,Milk,Dairy,62,42.3,35.2,12.1,0.1,3.4,392,149,Snack,681
2024-08-01,3419,Chocolate,Snacks,348,33.9,5.7,20.6,9.4,12.3,2,39,Lunch,389
2024-03-03,6724,Pasta,Grains,318,46.9,83.7,1.4,5.5,4.4,435,73,Snack,526
2024-03-06,154,Grapes,Fruits,437,46.2,39.6,46.9,1.0,39.0,274,48,Dinner,919
2024-11-24,721,Bread,Grains,457,2.8,92.7,25.4,1.9,5.7,323,154,Snack,599
2024-08-12,5329,Pasta,Grains,217,24.6,29.5,32.1,9.3,12.1,888,21,Breakfast,913
2024-05-20,7859,Milk,Dairy,403,4.8,41.0,5.3,3.0,28.4,149,118,Snack,226
2024-07-29,200,Strawberry,Fruits,441,17.7,20.2,49.6,8.5,1.9,394,72,Dinner,619
2024-05-27,5383,Eggs,Meat,401,31.5,21.6,49.3,3.9,25.4,709,52,Breakfast,376
2024-11-19,8076,Paneer,Dairy,466,9.0,65.8,47.3,4.9,44.7,692,164,Lunch,937
2024-09-09,7951,Carrot,Vegetables,195,30.4,61.4,35.5,8.8,5.2,974,191,Breakfast,692
2024-12-23,6780,Nuts,Snacks,256,37.8,43.8,29.4,9.2,6.6,238,107,Lunch,835
2024-09-22,3234,Green Tea,Beverages,489,39.7,33.0,10.5,9.8,25.4,529,13,Lunch,904
2024-04-29,1264,Rice,Grains,427,17.9,38.8,10.1,2.9,38.3,148,292,Dinner,491
2024-01-20,8333,Chips,Snacks,348,17.9,92.0,22.8,2.5,7.9,401,271,Dinner,434
2024-06-16,2541,Oats,Grains,532,49.9,8.3,32.4,1.2,32.9,182,119,Snack,216
2024-09-01,7937,Quinoa,Grains,140,45.0,43.7,27.2,8.5,40.6,427,98,Dinner,547
2024-06-26,1769,Grapes,Fruits,311,49.2,11.5,48.5,7.1,38.1,903,288,Dinner,494
2024-08-17,1594,Cookies,Snacks,140,42.8,37.1,21.4,3.0,25.4,621,223,Dinner,791
2024-10-12,2654,Tomato,Vegetables,85,42.0,96.9,37.0,8.6,20.1,140,10,Lunch,266
2024-05-23,9174,Grapes,Fruits,551,43.3,37.8,17.3,4.2,47.0,496,272,Snack,272
2024-09-19,9905,Paneer,Dairy,367,20.5,32.3,12.4,5.0,27.9,426,294,Lunch,960
2024-04-09,8316,Bread,Grains,454,25.4,41.4,47.4,9.2,12.3,830,116,Lunch,709
2024-05-10,7680,Yogurt,Dairy,356,8.1,86.4,19.3,6.8,23.8,88,163,Dinner,418
2024-08-02,800,Milk,Dairy,394,48.4,32.5,13.1,5.8,36.8,259,228,Breakfast,102
2024-11-04,9598,Quinoa,Grains,220,27.5,16.8,47.1,2.4,31.6,484,297,Dinner,934
2024-04-19,1893,Quinoa,Grains,84,42.4,78.4,3.5,4.9,40.8,57,256,Snack,315
2024-03-07,5496,Broccoli,Vegetables,452,34.6,11.6,26.9,7.0,37.2,363,240,Lunch,386
2024-03-29,5481,Strawberry,Fruits,281,22.5,23.3,1.5,0.2,46.0,400,257,Breakfast,186
2024-04-15,1560,Paneer,Dairy,296,44.3,82.3,17.3,0.7,27.5,111,51,Breakfast,482
2024-08-10,1730,Chips,Snacks,255,19.3,6.9,13.5,6.2,17.2,184,129,Lunch,525
2024-10-10,83,Popcorn,Snacks,154,22.6,26.1,32.8,6.1,24.0,112,168,Lunch,975
2024-01-29,8117,Spinach,Vegetables,223,3.5,12.3,29.9,2.8,21.7,84,114,Lunch,806
2024-10-30,7306,Quinoa,Grains,337,42.4,93.0,29.8,8.4,43.0,635,101,Snack,707
2024-07-30,509,Banana,Fruits,172,44.4,48.2,29.3,7.3,46.3,336,298,Breakfast,458
2024-07-11,6945,Rice,Grains,113,15.0,45.3,13.6,9.5,18.9,922,269,Breakfast,150
2024-03-29,3361,Beef Steak,Meat,205,14.8,49.8,6.8,6.4,23.4,648,155,Snack,831
2024-11-27,9508,Grapes,Fruits,68,3.8,47.6,17.7,3.9,33.1,998,201,Snack,232
2024-05-16,5682,Coffee,Beverages,114,6.0,85.9,27.0,2.8,48.6,504,47,Lunch,154
2024-10-26,4772,Quinoa,Grains,175,46.3,66.4,44.8,5.7,29.1,145,191,Snack,808
2024-08-27,6317,Pasta,Grains,381,20.2,9.3,2.5,9.8,2.4,667,64,Breakfast,387
2024-09-02,2210,Green Tea,Beverages,319,44.4,51.6,19.7,1.3,24.9,230,228,Dinner,171
2024-09-28,2925,Beef Steak,Meat,436,14.4,17.2,41.1,6.4,17.3,462,202,Snack,681
2024-04-14,2146,Spinach,Vegetables,285,34.5,29.1,49.7,7.0,41.8,561,11,Lunch,488
2024-04-05,5277,Green Tea,Beverages,358,46.2,60.2,9.0,9.4,19.6,926,247,Breakfast,642
2024-10-13,3033,Eggs,Meat,171,32.8,84.4,29.1,1.0,6.2,978,213,Breakfast,835
2024-08-30,2669,Butter,Dairy,435,43.7,70.7,47.0,0.9,15.9,93,104,Lunch,320
2024-06-25,4529,Tomato,Vegetables,105,25.2,31.5,39.1,3.4,25.0,227,155,Dinner,308
2024-06-30,1801,Chocolate,Snacks,170,38.4,50.8,46.5,0.1,43.8,723,207,Dinner,263
2024-06-06,114,Banana,Fruits,578,32.8,73.5,7.7,2.5,3.3,778,282,Breakfast,322
2024-07-05,9464,Green Tea,Beverages,136,5.9,19.5,19.0,3.0,20.1,435,104,Lunch,320
2024-10-19,8061,Oats,Grains,249,33.6,20.5,25.0,8.3,48.1,262,103,Breakfast,116
2024-10-12,2647,Banana,Fruits,454,13.4,81.2,5.7,7.4,41.6,882,175,Dinner,812
2024-03-20,975,Butter,Dairy,447,39.4,7.6,36.0,5.1,44.3,440,289,Breakfast,456
2024-06-09,3076,Rice,Grains,466,17.3,79.7,11.9,8.7,14.8,805,255,Lunch,618
2024-12-15,9263,Milk,Dairy,266,10.1,6.6,38.3,4.3,31.8,668,153,Lunch,540
2024-04-29,8651,Water,Beverages,215,14.7,76.4,46.2,6.4,49.9,681,102,Snack,771
2024-05-22,2287,Orange Juice,Beverages,218,43.1,24.3,34.9,8.3,11.3,924,296,Breakfast,161
2024-05-24,7688,Eggs,Meat,266,26.7,58.6,46.4,4.9,26.1,749,210,Snack,579
2024-10-18,5521,Beef Steak,Meat,210,33.8,22.6,32.8,8.4,25.8,809,167,Lunch,248
2024-03-12,166,Apple,Fruits,67,2.4,33.4,20.5,4.6,7.9,440,87,Breakfast,208
2024-07-22,707,Green Tea,Beverages,241,13.2,76.7,5.8,5.4,49.0,965,116,Snack,348
2024-09-23,7592,Paneer,Dairy,298,33.7,49.4,47.7,3.2,36.6,618,135,Lunch,690
2024-07-10,8703,Rice,Grains,160,28.5,84.9,46.7,6.3,47.1,274,45,Breakfast,278
2024-10-19,8661,Green Tea,Beverages,117,8.9,91.7,8.7,4.4,5.0,21,172,Lunch,451
2024-09-09,7975,Popcorn,Snacks,190,27.6,30.6,34.0,4.6,10.6,159,97,Dinner,908
2024-11-18,9422,Grapes,Fruits,430,27.2,77.4,16.1,8.5,2.8,919,129,Lunch,573
2024-06-15,5200,Rice,Grains,160,42.5,27.5,38.5,7.8,10.3,182,73,Breakfast,819
2024-06-08,2811,Oats,Grains,404,35.4,98.3,26.1,5.1,43.0,432,99,Breakfast,929
2024-12-12,5344,Paneer,Dairy,486,24.7,66.0,9.8,1.9,4.9,21,19,Dinner,675
2024-03-05,4964,Milk,Dairy,98,21.4,89.9,23.3,7.6,40.2,700,23,Dinner,319
2024-10-24,2080,Orange,Fruits,475,2.3,99.0,22.0,1.1,25.3,392,271,Lunch,946
2024-11-14,638,Green Tea,Beverages,72,22.0,8.8,34.4,2.2,14.5,452,285,Breakfast,535
2024-08-05,9352,Popcorn,Snacks,436,38.5,22.9,16.8,0.2,16.1,660,135,Breakfast,152
2024-12-20,6991,Rice,Grains,292,41.9,78.3,7.1,9.0,43.4,534,5,Breakfast,108
2024-08-04,8626,Tomato,Vegetables,402,45.9,21.4,22.5,6.9,7.3,408,279,Snack,826
2024-06-23,8237,Eggs,Meat,454,26.8,27.4,42.8,4.6,28.6,112,156,Snack,101
2024-09-23,2469,Nuts,Snacks,251,29.6,63.7,8.6,4.8,10.0,35,176,Snack,229
2024-02-20,4349,Pasta,Grains,307,40.6,66.0,36.3,5.1,25.1,852,43,Breakfast,482
2024-06-25,3327,Tomato,Vegetables,61,48.5,13.9,42.1,1.3,38.6,142,187,Breakfast,554
2024-01-11,6835,Pasta,Grains,525,5.0,38.2,2.8,3.2,35.0,688,238,Lunch,500
2024-12-26,103,Green Tea,Beverages,128,36.9,32.8,22.5,6.5,33.1,523,180,Dinner,645
2024-10-06,1851,Milkshake,Beverages,143,11.4,25.4,13.4,1.6,17.7,287,257,Lunch,288
2024-12-25,438,Chips,Snacks,299,47.4,55.6,16.5,4.1,2.5,130,188,Dinner,369
2024-03-05,8644,Tomato,Vegetables,211,29.7,72.1,20.4,2.8,38.7,596,35,Dinner,935
2024-03-11,9694,Strawberry,Fruits,277,7.0,58.9,12.1,4.2,13.8,370,214,Lunch,107
2024-11-23,3496,Carrot,Vegetables,549,42.7,56.7,11.1,5.2,36.1,911,188,Snack,474
2024-01-08,3934,Paneer,Dairy,87,41.1,99.3,49.3,9.4,42.7,11,84,Dinner,953
2024-08-19,5150,Eggs,Meat,267,31.7,61.6,15.6,0.6,41.4,492,17,Dinner,369
2024-02-11,8968,Spinach,Vegetables,533,3.0,23.5,20.0,1.6,16.1,281,282,Breakfast,398
2024-04-01,7023,Quinoa,Grains,167,31.6,91.9,31.3,5.1,22.0,837,7,Dinner,578
2024-12-13,923,Beef Steak,Meat,524,36.7,34.0,16.9,8.8,43.8,734,233,Snack,348
2024-08-09,9838,Green Tea,Beverages,210,12.6,62.2,4.6,0.4,1.7,672,271,Breakfast,474
2024-09-15,3299,Pork Chop,Meat,305,20.8,16.5,32.8,5.1,1.7,730,286,Snack,980
2024-01-28,4177,Chips,Snacks,223,42.9,59.9,45.0,8.6,1.1,885,148,Dinner,962
2024-11-26,4211,Butter,Dairy,257,41.1,41.4,17.1,6.9,29.9,293,172,Lunch,714
2024-08-20,6864,Tomato,Vegetables,257,33.9,45.5,20.1,6.5,7.3,994,157,Lunch,964
2024-06-18,8326,Nuts,Snacks,252,49.6,33.2,46.1,9.5,15.4,831,229,Snack,453
2024-10-12,994,Chocolate,Snacks,111,11.7,64.9,35.5,4.9,25.5,126,183,Lunch,937
2024-10-10,7259,Orange,Fruits,261,49.5,6.4,10.0,1.7,14.3,857,210,Snack,142
2024-06-10,606,Salmon,Meat,566,16.5,37.7,25.8,6.2,34.8,970,67,Snack,643
2024-10-14,8517,Cheese,Dairy,138,34.4,7.4,41.1,3.8,45.1,84,209,Snack,187
2024-11-11,8502,Rice,Grains,505,15.0,57.4,10.4,3.9,25.5,519,244,Snack,376
2024-01-13,4962,Banana,Fruits,560,9.2,40.3,31.1,8.0,45.2,942,229,Dinner,458
2024-12-29,3800,Strawberry,Fruits,334,1.9,36.8,1.0,5.6,28.9,87,115,Snack,585
2024-09-09,3283,Bread,Grains,361,21.3,5.7,48.1,0.2,28.1,609,285,Dinner,891
2024-11-18,6266,Rice,Grains,58,30.7,23.9,41.2,9.7,26.2,612,82,Dinner,553
2024-10-03,1308,Nuts,Snacks,183,37.1,13.2,9.6,2.8,21.2,464,121,Snack,950
2024-06-24,2249,Carrot,Vegetables,164,48.0,49.4,27.8,6.9,47.4,735,56,Breakfast,413
2024-08-06,601,Bread,Grains,381,4.8,46.9,44.2,5.0,18.4,881,160,Breakfast,331
2024-11-22,7909,Water,Beverages,555,18.3,42.9,15.7,8.7,47.5,906,38,Dinner,336
2024-12-18,7287,Popcorn,Snacks,508,17.8,78.4,43.0,9.4,42.5,19,280,Dinner,600
2024-02-17,6643,Carrot,Vegetables,338,20.6,39.0,46.0,6.8,14.3,791,205,Breakfast,745
2024-05-22,8851,Butter,Dairy,484,47.6,51.2,17.5,9.0,3.1,315,4,Lunch,444
2024-05-13,4896,Chips,Snacks,474,46.2,93.3,16.1,2.3,11.4,93,68,Breakfast,140
2024-09-06,9321,Rice,Grains,492,41.2,94.8,27.4,2.0,24.2,411,275,Breakfast,150
2024-04-08,3121,Strawberry,Fruits,182,8.6,29.2,42.2,7.0,42.1,119,252,Lunch,994
2024-10-18,3267,Yogurt,Dairy,399,33.4,61.5,4.2,8.7,34.9,752,198,Breakfast,912
2024-10-12,1903,Strawberry,Fruits,582,45.3,23.4,45.4,4.3,26.2,378,25,Breakfast,605
2024-02-14,4988,Chicken Breast,Meat,470,26.1,11.9,16.2,2.0,17.2,693,288,Snack,609
2024-10-18,7022,Eggs,Meat,421,28.8,20.4,14.2,2.9,1.4,951,206,Breakfast,375
2024-04-24,2830,Potato,Vegetables,359,10.3,56.5,21.2,2.5,14.0,670,300,Snack,747
2024-02-03,3879,Broccoli,Vegetables,471,12.9,59.1,31.6,9.8,11.6,906,275,Snack,255
2024-01-29,5876,Pork Chop,Meat,237,13.4,21.0,19.8,7.8,12.2,374,193,Lunch,538
2024-07-22,5911,Water,Beverages,469,31.3,25.5,31.7,9.0,5.7,45,276,Lunch,758
2024-10-11,8802,Pasta,Grains,126,9.3,24.2,4.3,6.1,44.8,536,267,Breakfast,970
2024-03-22,1034,Rice,Grains,408,17.1,17.1,7.4,3.0,24.1,933,16,Lunch,832
2024-11-01,1889,Beef Steak,Meat,474,34.3,60.5,31.5,2.2,46.7,62,238,Breakfast,712
2024-03-18,4368,Eggs,Meat,431,16.5,6.9,43.6,3.9,17.3,514,117,Lunch,302
2024-08-27,8383,Chips,Snacks,475,11.6,53.7,6.3,1.6,13.0,115,274,Snack,116
2024-09-06,190,Milk,Dairy,267,41.2,35.0,32.2,4.5,49.6,446,296,Lunch,547
2024-04-16,6225,Cheese,Dairy,120,2.6,59.2,9.9,2.4,4.4,856,57,Snack,159
2024-05-31,3444,Coffee,Beverages,401,12.8,59.0,50.0,6.2,41.7,582,43,Breakfast,297
2024-08-08,8827,Pork Chop,Meat,285,39.1,87.5,47.2,0.0,46.3,7,285,Lunch,499
2024-03-31,8068,Yogurt,Dairy,146,23.0,84.8,4.7,0.5,37.6,665,166,Lunch,177
2024-05-29,4552,Yogurt,Dairy,147,22.4,86.6,40.1,8.8,12.3,802,173,Breakfast,634
2024-03-26,929,Strawberry,Fruits,285,24.6,6.0,5.5,1.5,47.2,457,197,Dinner,897
2024-08-24,9753,Apple,Fruits,568,13.5,5.7,26.3,4.8,45.0,591,266,Lunch,964
2024-01-30,1218,Cheese,Dairy,498,2.5,88.4,17.1,2.4,34.1,824,147,Breakfast,742
2024-02-22,799,Green Tea,Beverages,541,14.1,53.7,43.9,0.2,17.5,526,83,Dinner,780
2024-06-12,7477,Grapes,Fruits,333,40.4,32.3,31.1,3.3,2.9,577,58,Snack,212
2024-03-29,4118,Tomato,Vegetables,557,28.5,17.3,13.0,5.6,12.0,892,68,Dinner,442
2024-03-14,511,Coffee,Beverages,189,38.0,76.9,17.9,6.4,4.6,656,280,Snack,510
2024-07-26,9245,Chips,Snacks,105,12.6,19.2,18.9,7.6,22.9,430,101,Lunch,608
2024-11-25,7848,Oats,Grains,120,10.9,60.1,31.9,6.4,39.5,470,245,Breakfast,256
2024-08-24,5036,Grapes,Fruits,331,36.7,65.7,35.9,3.9,30.2,869,124,Dinner,969
2024-09-29,5485,Butter,Dairy,127,10.6,84.8,40.1,3.5,4.1,83,272,Breakfast,798
2024-10-22,4980,Yogurt,Dairy,250,28.3,6.2,31.3,6.4,45.0,665,98,Snack,191
2024-04-25,5029,Orange,Fruits,168,31.9,32.5,17.2,2.8,33.7,643,218,Snack,221
2024-08-29,4911,Tomato,Vegetables,69,33.2,7.8,8.1,3.9,27.6,493,82,Dinner,449
2024-02-04,4917,Beef Steak,Meat,476,17.8,49.0,3.7,6.5,48.8,945,156,Breakfast,674
2024-07-07,4540,Broccoli,Vegetables,530,31.8,9.6,35.7,1.0,40.5,1,113,Breakfast,375
2024-02-29,2878,Salmon,Meat,567,38.9,60.9,24.7,0.2,24.7,575,133,Dinner,247
2024-01-29,1513,Popcorn,Snacks,168,26.2,22.9,34.0,4.1,18.5,432,58,Snack,576
2024-08-23,3728,Strawberry,Fruits,172,28.3,91.7,12.2,8.3,44.9,922,100,Snack,150
2024-06-25,7135,Broccoli,Vegetables,203,37.7,5.3,39.9,2.2,30.5,941,56,Dinner,113
2024-07-08,7754,Spinach,Vegetables,111,48.5,77.7,25.8,3.5,29.0,239,180,Snack,459
2024-05-01,5794,Chocolate,Snacks,556,25.8,39.2,32.2,5.3,23.7,750,280,Breakfast,398
2024-02-02,1211,Chicken Breast,Meat,160,4.1,88.8,11.1,9.5,2.6,870,293,Snack,945
2024-08-15,6026,Rice,Grains,403,40.2,48.6,22.6,1.0,28.4,993,183,Snack,935
2024-11-22,8345,Pork Chop,Meat,475,43.8,57.8,24.6,8.7,32.9,267,267,Dinner,752
2024-02-22,894,Apple,Fruits,277,36.0,13.8,22.1,5.6,36.5,287,188,Lunch,225
2024-05-19,7744,Oats,Grains,227,27.3,44.3,15.8,4.1,4.3,776,178,Dinner,896
2024-03-31,4276,Coffee,Beverages,416,12.1,26.1,41.2,3.4,42.5,644,182,Breakfast,451
2024-12-24,5509,Beef Steak,Meat,71,31.9,79.3,42.3,6.7,9.9,360,182,Snack,135
2024-07-05,6891,Salmon,Meat,376,2.5,7.9,36.1,4.8,19.9,297,40,Breakfast,348
2024-03-06,1580,Orange Juice,Beverages,379,9.5,90.7,21.3,4.8,44.9,790,14,Snack,703
2024-11-10,5535,Bread,Grains,567,26.5,23.5,46.9,8.7,36.8,924,41,Lunch,871
2024-01-30,5186,Water,Beverages,497,43.7,34.7,10.3,1.1,42.5,191,138,Breakfast,183
2024-11-07,644,Strawberry,Fruits,310,34.0,56.9,2.4,8.9,6.9,752,190,Snack,452
2024-02-22,262,Bread,Grains,426,3.2,98.0,46.9,5.9,0.3,17,149,Snack,622
2024-09-18,9923,Broccoli,Vegetables,83,10.6,62.5,31.1,6.6,21.4,349,161,Dinner,903
2024-01-27,3943,Milkshake,Beverages,551,43.9,41.8,2.7,8.8,45.8,407,131,Snack,991
2024-04-14,1224,Salmon,Meat,539,42.3,24.4,5.2,5.0,41.3,679,261,Breakfast,699
2024-09-28,1396,Carrot,Vegetables,541,33.4,99.4,28.1,7.1,23.4,979,170,Breakfast,888
2024-01-18,4566,Orange,Fruits,108,48.9,61.9,17.7,2.8,5.4,55,265,Snack,946
2024-08-17,955,Orange Juice,Beverages,352,44.1,78.8,35.2,9.9,24.5,473,163,Snack,871
2024-04-12,4127,Cheese,Dairy,205,5.3,39.8,7.5,7.7,39.5,972,76,Snack,196
2024-01-25,380,Pasta,Grains,404,15.3,91.1,41.2,7.6,44.7,864,120,Breakfast,476
2024-12-09,9354,Orange,Fruits,436,29.7,54.9,38.9,2.5,35.4,161,295,Lunch,523
2024-05-28,7475,Carrot,Vegetables,233,19.6,10.7,12.8,9.1,18.6,848,283,Lunch,807
2024-01-31,8318,Apple,Fruits,445,20.2,90.4,44.1,6.3,8.5,377,87,Lunch,555
2024-05-31,5152,Quinoa,Grains,473,33.0,45.8,24.1,5.9,30.8,801,28,Snack,808
2024-10-31,3555,Broccoli,Vegetables,68,26.1,44.7,8.9,9.7,20.7,123,150,Breakfast,584
2024-08-05,8509,Potato,Vegetables,236,37.6,29.6,2.5,3.8,12.4,723,212,Lunch,202
2024-06-21,6336,Eggs,Meat,419,39.2,50.6,11.6,3.0,44.4,669,270,Dinner,138
2024-03-08,8299,Coffee,Beverages,581,11.2,55.6,8.4,3.4,17.0,997,136,Lunch,814
2024-01-25,302,Chips,Snacks,455,13.3,42.9,29.1,9.8,45.6,339,138,Dinner,996
2024-09-05,939,Beef Steak,Meat,432,36.2,16.3,34.7,3.7,14.0,175,108,Lunch,827
2024-03-06,6422,Quinoa,Grains,270,14.9,76.9,46.7,4.8,13.5,471,126,Dinner,347
2024-04-07,294,Bread,Grains,203,40.8,90.1,48.4,9.2,44.7,911,57,Snack,978
2024-01-21,2143,Pasta,Grains,272,36.7,68.9,48.0,6.7,37.0,940,247,Snack,100
2024-04-04,8002,Coffee,Beverages,464,17.2,35.7,24.2,9.1,22.1,358,256,Breakfast,628
2024-03-10,6610,Milkshake,Beverages,313,43.9,37.4,32.5,4.0,46.7,656,213,Dinner,534
2024-08-11,7757,Water,Beverages,372,7.6,51.9,11.5,2.4,45.3,740,97,Breakfast,715
2024-07-02,4077,Orange Juice,Beverages,550,38.0,23.0,4.7,7.2,16.1,20,95,Breakfast,994
2024-07-10,2382,Potato,Vegetables,579,20.9,43.4,41.6,7.1,30.7,718,24,Dinner,470
2024-07-18,5094,Spinach,Vegetables,60,46.9,74.0,19.5,1.8,14.9,98,220,Dinner,310
2024-11-10,3642,Butter,Dairy,463,42.0,9.9,46.5,0.0,15.3,282,56,Snack,389
2024-06-28,2412,Strawberry,Fruits,587,17.6,92.5,1.0,0.6,10.2,195,135,Lunch,930
2024-07-26,2723,Cookies,Snacks,443,15.2,39.9,46.1,6.4,25.5,556,226,Snack,671
2024-11-11,9538,Beef Steak,Meat,74,20.2,61.9,13.9,5.9,16.1,490,244,Breakfast,860
2024-10-30,5608,Broccoli,Vegetables,228,23.8,62.2,33.0,1.6,44.8,59,158,Dinner,722
2024-02-06,6127,Rice,Grains,182,29.2,58.3,28.6,1.7,16.2,883,229,Snack,455
2024-06-08,9910,Milk,Dairy,392,40.0,99.7,38.7,5.9,36.6,664,188,Breakfast,126
2024-08-28,2974,Bread,Grains,311,44.8,14.7,3.1,1.3,10.7,60,251,Breakfast,844
2024-09-18,1240,Carrot,Vegetables,263,42.9,55.2,25.8,6.5,0.2,308,188,Lunch,453
2024-11-05,45,Grapes,Fruits,101,37.6,78.2,9.1,8.8,20.9,595,5,Lunch,939
2024-05-07,9725,Cookies,Snacks,228,40.6,40.7,41.8,1.4,44.6,383,50,Lunch,573
2024-05-13,8529,Spinach,Vegetables,551,15.1,87.0,17.6,9.5,30.8,43,88,Breakfast,324
2024-10-30,8221,Pork Chop,Meat,97,28.8,46.7,31.2,8.6,27.5,205,196,Breakfast,456
